gid,latitude,longitude,elevation,timezone,country,state,county
394221,39.69,-108.86,2365,-7,United States,Colorado,Rio Blanco
394222,39.65,-108.86,2463,-7,United States,Colorado,Garfield
394223,39.61,-108.86,2415,-7,United States,Colorado,Garfield
394224,39.57,-108.86,2274,-7,United States,Colorado,Garfield
394225,39.53,-108.86,2142,-7,United States,Colorado,Garfield
394226,39.49,-108.86,2069,-7,United States,Colorado,Garfield
394227,39.45,-108.86,2140,-7,United States,Colorado,Garfield
394228,39.41,-108.86,1703,-7,United States,Colorado,Garfield
394229,39.37,-108.86,1542,-7,United States,Colorado,Garfield
394230,39.33,-108.86,1476,-7,United States,Colorado,Mesa
394231,39.29,-108.86,1430,-7,United States,Colorado,Mesa
394232,39.25,-108.86,1407,-7,United States,Colorado,Mesa
394233,39.21,-108.86,1430,-7,United States,Colorado,Mesa
394234,39.17,-108.86,1465,-7,United States,Colorado,Mesa
394235,39.13,-108.86,1633,-7,United States,Colorado,Mesa
394236,39.09,-108.86,1896,-7,United States,Colorado,Mesa
394237,39.05,-108.86,1961,-7,United States,Colorado,Mesa
394238,39.01,-108.86,2012,-7,United States,Colorado,Mesa
394239,38.97,-108.86,2069,-7,United States,Colorado,Mesa
394240,38.93,-108.86,2207,-7,United States,Colorado,Mesa
394241,38.89,-108.86,2470,-7,United States,Colorado,Mesa
394242,38.85,-108.86,2684,-7,United States,Colorado,Mesa
394243,38.81,-108.86,2800,-7,United States,Colorado,Mesa
394244,38.77,-108.86,2248,-7,United States,Colorado,Mesa
394245,38.73,-108.86,2073,-7,United States,Colorado,Mesa
394246,38.69,-108.86,2185,-7,United States,Colorado,Mesa
394247,38.65,-108.86,2063,-7,United States,Colorado,Mesa
394248,38.61,-108.86,1965,-7,United States,Colorado,Mesa
394249,38.57,-108.86,1853,-7,United States,Colorado,Mesa
394250,38.53,-108.86,1765,-7,United States,Colorado,Mesa
394251,38.49,-108.86,1780,-7,United States,Colorado,Montrose
394252,38.45,-108.86,1681,-7,United States,Colorado,Montrose
394253,38.41,-108.86,1930,-7,United States,Colorado,Montrose
394254,38.37,-108.86,1750,-7,United States,Colorado,Montrose
394255,38.33,-108.86,1517,-7,United States,Colorado,Montrose
394256,38.29,-108.86,1751,-7,United States,Colorado,Montrose
394257,38.25,-108.86,1980,-7,United States,Colorado,Montrose
394258,38.21,-108.86,1968,-7,United States,Colorado,Montrose
394259,38.17,-108.86,1825,-7,United States,Colorado,Montrose
394260,38.13,-108.86,1704,-7,United States,Colorado,San Miguel
394261,38.09,-108.86,1865,-7,United States,Colorado,San Miguel
394262,38.05,-108.86,1777,-7,United States,Colorado,San Miguel
394263,38.01,-108.86,1826,-7,United States,Colorado,San Miguel
394264,37.97,-108.86,2100,-7,United States,Colorado,San Miguel
394265,37.93,-108.86,2343,-7,United States,Colorado,San Miguel
394266,37.89,-108.86,2370,-7,United States,Colorado,San Miguel
394267,37.85,-108.86,2322,-7,United States,Colorado,Dolores
394268,37.81,-108.86,2203,-7,United States,Colorado,Dolores
394269,37.77,-108.86,2142,-7,United States,Colorado,Dolores
394270,37.73,-108.86,2054,-7,United States,Colorado,Dolores
394271,37.69,-108.86,1997,-7,United States,Colorado,Dolores
394272,37.65,-108.86,1997,-7,United States,Colorado,Dolores
394273,37.61,-108.86,2018,-7,United States,Colorado,Montezuma
394274,37.57,-108.86,2083,-7,United States,Colorado,Montezuma
394275,37.53,-108.86,2041,-7,United States,Colorado,Montezuma
394276,37.49,-108.86,1883,-7,United States,Colorado,Montezuma
394277,37.45,-108.86,1799,-7,United States,Colorado,Montezuma
394278,37.41,-108.86,1862,-7,United States,Colorado,Montezuma
394279,37.37,-108.86,1833,-7,United States,Colorado,Montezuma
394280,37.33,-108.86,1708,-7,United States,Colorado,Montezuma
394281,37.29,-108.86,1814,-7,United States,Colorado,Montezuma
394282,37.25,-108.86,2008,-7,United States,Colorado,Montezuma
394283,37.21,-108.86,1946,-7,United States,Colorado,Montezuma
394284,37.17,-108.86,1685,-7,United States,Colorado,Montezuma
394285,37.13,-108.86,1623,-7,United States,Colorado,Montezuma
394286,37.09,-108.86,1590,-7,United States,Colorado,Montezuma
394287,37.05,-108.86,1558,-7,United States,Colorado,Montezuma
394288,37.01,-108.86,1509,-7,United States,Colorado,Montezuma
395060,40.97,-108.82,2358,-7,United States,Colorado,Moffat
395061,40.93,-108.82,2320,-7,United States,Colorado,Moffat
395062,40.89,-108.82,2507,-7,United States,Colorado,Moffat
395063,40.85,-108.82,2448,-7,United States,Colorado,Moffat
395064,40.81,-108.82,2184,-7,United States,Colorado,Moffat
395065,40.77,-108.82,1838,-7,United States,Colorado,Moffat
395066,40.73,-108.82,1751,-7,United States,Colorado,Moffat
395067,40.69,-108.82,1891,-7,United States,Colorado,Moffat
395068,40.65,-108.82,2163,-7,United States,Colorado,Moffat
395069,40.61,-108.82,2378,-7,United States,Colorado,Moffat
395070,40.57,-108.82,2323,-7,United States,Colorado,Moffat
395071,40.53,-108.82,2146,-7,United States,Colorado,Moffat
395072,40.49,-108.82,1942,-7,United States,Colorado,Moffat
395073,40.45,-108.82,1809,-7,United States,Colorado,Moffat
395074,40.41,-108.82,2364,-7,United States,Colorado,Moffat
395075,40.37,-108.82,2314,-7,United States,Colorado,Moffat
395076,40.33,-108.82,2304,-7,United States,Colorado,Moffat
395077,40.29,-108.82,1982,-7,United States,Colorado,Moffat
395078,40.25,-108.82,1825,-7,United States,Colorado,Moffat
395079,40.21,-108.82,1812,-7,United States,Colorado,Rio Blanco
395080,40.17,-108.82,1746,-7,United States,Colorado,Rio Blanco
395081,40.13,-108.82,1680,-7,United States,Colorado,Rio Blanco
395082,40.09,-108.82,1617,-7,United States,Colorado,Rio Blanco
395083,40.05,-108.82,1709,-7,United States,Colorado,Rio Blanco
395084,40.01,-108.82,1813,-7,United States,Colorado,Rio Blanco
395085,39.97,-108.82,1823,-7,United States,Colorado,Rio Blanco
395086,39.93,-108.82,1847,-7,United States,Colorado,Rio Blanco
395087,39.89,-108.82,1951,-7,United States,Colorado,Rio Blanco
395088,39.85,-108.82,2086,-7,United States,Colorado,Rio Blanco
395089,39.81,-108.82,2067,-7,United States,Colorado,Rio Blanco
395090,39.77,-108.82,2239,-7,United States,Colorado,Rio Blanco
395091,39.73,-108.82,2139,-7,United States,Colorado,Rio Blanco
395092,39.69,-108.82,2307,-7,United States,Colorado,Rio Blanco
395093,39.65,-108.82,2444,-7,United States,Colorado,Garfield
395094,39.61,-108.82,2526,-7,United States,Colorado,Garfield
395095,39.57,-108.82,2373,-7,United States,Colorado,Garfield
395096,39.53,-108.82,2253,-7,United States,Colorado,Garfield
395097,39.49,-108.82,2059,-7,United States,Colorado,Garfield
395098,39.45,-108.82,2037,-7,United States,Colorado,Garfield
395099,39.41,-108.82,1604,-7,United States,Colorado,Garfield
395100,39.37,-108.82,1516,-7,United States,Colorado,Garfield
395101,39.33,-108.82,1479,-7,United States,Colorado,Mesa
395102,39.29,-108.82,1462,-7,United States,Colorado,Mesa
395103,39.25,-108.82,1422,-7,United States,Colorado,Mesa
395104,39.21,-108.82,1402,-7,United States,Colorado,Mesa
395105,39.17,-108.82,1427,-7,United States,Colorado,Mesa
395106,39.13,-108.82,1567,-7,United States,Colorado,Mesa
395107,39.09,-108.82,1984,-7,United States,Colorado,Mesa
395108,39.05,-108.82,2000,-7,United States,Colorado,Mesa
395109,39.01,-108.82,2033,-7,United States,Colorado,Mesa
395110,38.97,-108.82,2131,-7,United States,Colorado,Mesa
395111,38.93,-108.82,2239,-7,United States,Colorado,Mesa
395112,38.89,-108.82,2418,-7,United States,Colorado,Mesa
395113,38.85,-108.82,2638,-7,United States,Colorado,Mesa
395114,38.81,-108.82,2780,-7,United States,Colorado,Mesa
395115,38.77,-108.82,2319,-7,United States,Colorado,Mesa
395116,38.73,-108.82,2308,-7,United States,Colorado,Mesa
395117,38.69,-108.82,2270,-7,United States,Colorado,Mesa
395118,38.65,-108.82,2111,-7,United States,Colorado,Mesa
395119,38.61,-108.82,1990,-7,United States,Colorado,Mesa
395120,38.57,-108.82,1871,-7,United States,Colorado,Mesa
395121,38.53,-108.82,1696,-7,United States,Colorado,Mesa
395122,38.49,-108.82,1851,-7,United States,Colorado,Montrose
395123,38.45,-108.82,1572,-7,United States,Colorado,Montrose
395124,38.41,-108.82,1708,-7,United States,Colorado,Montrose
395125,38.37,-108.82,1763,-7,United States,Colorado,Montrose
395126,38.33,-108.82,1711,-7,United States,Colorado,Montrose
395127,38.29,-108.82,1687,-7,United States,Colorado,Montrose
395128,38.25,-108.82,1898,-7,United States,Colorado,Montrose
395129,38.21,-108.82,2015,-7,United States,Colorado,Montrose
395130,38.17,-108.82,1858,-7,United States,Colorado,Montrose
395131,38.13,-108.82,1854,-7,United States,Colorado,San Miguel
395132,38.09,-108.82,1800,-7,United States,Colorado,San Miguel
395133,38.05,-108.82,1747,-7,United States,Colorado,San Miguel
395134,38.01,-108.82,1750,-7,United States,Colorado,San Miguel
395135,37.97,-108.82,1888,-7,United States,Colorado,San Miguel
395136,37.93,-108.82,2020,-7,United States,Colorado,San Miguel
395137,37.89,-108.82,2347,-7,United States,Colorado,San Miguel
395138,37.85,-108.82,2315,-7,United States,Colorado,Dolores
395139,37.81,-108.82,2181,-7,United States,Colorado,Dolores
395140,37.77,-108.82,2201,-7,United States,Colorado,Dolores
395141,37.73,-108.82,2105,-7,United States,Colorado,Dolores
395142,37.69,-108.82,2030,-7,United States,Colorado,Dolores
395143,37.65,-108.82,2007,-7,United States,Colorado,Dolores
395144,37.61,-108.82,2025,-7,United States,Colorado,Montezuma
395145,37.57,-108.82,2082,-7,United States,Colorado,Montezuma
395146,37.53,-108.82,2072,-7,United States,Colorado,Montezuma
395147,37.49,-108.82,1934,-7,United States,Colorado,Montezuma
395148,37.45,-108.82,1873,-7,United States,Colorado,Montezuma
395149,37.41,-108.82,1975,-7,United States,Colorado,Montezuma
395150,37.37,-108.82,1870,-7,United States,Colorado,Montezuma
395151,37.33,-108.82,1698,-7,United States,Colorado,Montezuma
395152,37.29,-108.82,1974,-7,United States,Colorado,Montezuma
395153,37.25,-108.82,2354,-7,United States,Colorado,Montezuma
395154,37.21,-108.82,2233,-7,United States,Colorado,Montezuma
395155,37.17,-108.82,1726,-7,United States,Colorado,Montezuma
395156,37.13,-108.82,1642,-7,United States,Colorado,Montezuma
395157,37.09,-108.82,1595,-7,United States,Colorado,Montezuma
395158,37.05,-108.82,1564,-7,United States,Colorado,Montezuma
395159,37.01,-108.82,1525,-7,United States,Colorado,Montezuma
395931,40.97,-108.78,2119,-7,United States,Colorado,Moffat
395932,40.93,-108.78,2130,-7,United States,Colorado,Moffat
395933,40.89,-108.78,2242,-7,United States,Colorado,Moffat
395934,40.85,-108.78,2381,-7,United States,Colorado,Moffat
395935,40.81,-108.78,2317,-7,United States,Colorado,Moffat
395936,40.77,-108.78,1929,-7,United States,Colorado,Moffat
395937,40.73,-108.78,1818,-7,United States,Colorado,Moffat
395938,40.69,-108.78,1810,-7,United States,Colorado,Moffat
395939,40.65,-108.78,1893,-7,United States,Colorado,Moffat
395940,40.61,-108.78,2124,-7,United States,Colorado,Moffat
395941,40.57,-108.78,2316,-7,United States,Colorado,Moffat
395942,40.53,-108.78,2186,-7,United States,Colorado,Moffat
395943,40.49,-108.78,1897,-7,United States,Colorado,Moffat
395944,40.45,-108.78,1967,-7,United States,Colorado,Moffat
395945,40.41,-108.78,2454,-7,United States,Colorado,Moffat
395946,40.37,-108.78,2357,-7,United States,Colorado,Moffat
395947,40.33,-108.78,2243,-7,United States,Colorado,Moffat
395948,40.29,-108.78,1978,-7,United States,Colorado,Moffat
395949,40.25,-108.78,1777,-7,United States,Colorado,Moffat
395950,40.21,-108.78,1777,-7,United States,Colorado,Rio Blanco
395951,40.17,-108.78,1863,-7,United States,Colorado,Rio Blanco
395952,40.13,-108.78,1791,-7,United States,Colorado,Rio Blanco
395953,40.09,-108.78,1637,-7,United States,Colorado,Rio Blanco
395954,40.05,-108.78,1729,-7,United States,Colorado,Rio Blanco
395955,40.01,-108.78,1767,-7,United States,Colorado,Rio Blanco
395956,39.97,-108.78,1777,-7,United States,Colorado,Rio Blanco
395957,39.93,-108.78,1806,-7,United States,Colorado,Rio Blanco
395958,39.89,-108.78,1910,-7,United States,Colorado,Rio Blanco
395959,39.85,-108.78,1937,-7,United States,Colorado,Rio Blanco
395960,39.81,-108.78,1904,-7,United States,Colorado,Rio Blanco
395961,39.77,-108.78,1978,-7,United States,Colorado,Rio Blanco
395962,39.73,-108.78,2228,-7,United States,Colorado,Rio Blanco
395963,39.69,-108.78,2348,-7,United States,Colorado,Rio Blanco
395964,39.65,-108.78,2449,-7,United States,Colorado,Garfield
395965,39.61,-108.78,2523,-7,United States,Colorado,Garfield
395966,39.57,-108.78,2200,-7,United States,Colorado,Garfield
395967,39.53,-108.78,2086,-7,United States,Colorado,Garfield
395968,39.49,-108.78,1927,-7,United States,Colorado,Garfield
395969,39.45,-108.78,1912,-7,United States,Colorado,Garfield
395970,39.41,-108.78,1935,-7,United States,Colorado,Garfield
395971,39.37,-108.78,1645,-7,United States,Colorado,Garfield
395972,39.33,-108.78,1555,-7,United States,Colorado,Mesa
395973,39.29,-108.78,1505,-7,United States,Colorado,Mesa
395974,39.25,-108.78,1443,-7,United States,Colorado,Mesa
395975,39.21,-108.78,1403,-7,United States,Colorado,Mesa
395976,39.17,-108.78,1382,-7,United States,Colorado,Mesa
395977,39.13,-108.78,1412,-7,United States,Colorado,Mesa
395978,39.09,-108.78,1986,-7,United States,Colorado,Mesa
395979,39.05,-108.78,2070,-7,United States,Colorado,Mesa
395980,39.01,-108.78,2092,-7,United States,Colorado,Mesa
395981,38.97,-108.78,2171,-7,United States,Colorado,Mesa
395982,38.93,-108.78,2340,-7,United States,Colorado,Mesa
395983,38.89,-108.78,2532,-7,United States,Colorado,Mesa
395984,38.85,-108.78,2719,-7,United States,Colorado,Mesa
395985,38.81,-108.78,2846,-7,United States,Colorado,Mesa
395986,38.77,-108.78,2226,-7,United States,Colorado,Mesa
395987,38.73,-108.78,2741,-7,United States,Colorado,Mesa
395988,38.69,-108.78,2630,-7,United States,Colorado,Mesa
395989,38.65,-108.78,2357,-7,United States,Colorado,Mesa
395990,38.61,-108.78,2285,-7,United States,Colorado,Mesa
395991,38.57,-108.78,2100,-7,United States,Colorado,Mesa
395992,38.53,-108.78,1907,-7,United States,Colorado,Mesa
395993,38.49,-108.78,1824,-7,United States,Colorado,Montrose
395994,38.45,-108.78,1734,-7,United States,Colorado,Montrose
395995,38.41,-108.78,1711,-7,United States,Colorado,Montrose
395996,38.37,-108.78,1782,-7,United States,Colorado,Montrose
395997,38.33,-108.78,1905,-7,United States,Colorado,Montrose
395998,38.29,-108.78,1848,-7,United States,Colorado,Montrose
395999,38.25,-108.78,1677,-7,United States,Colorado,Montrose
396000,38.21,-108.78,2039,-7,United States,Colorado,Montrose
396001,38.17,-108.78,2055,-7,United States,Colorado,Montrose
396002,38.13,-108.78,2052,-7,United States,Colorado,San Miguel
396003,38.09,-108.78,1892,-7,United States,Colorado,San Miguel
396004,38.05,-108.78,1818,-7,United States,Colorado,San Miguel
396005,38.01,-108.78,1752,-7,United States,Colorado,San Miguel
396006,37.97,-108.78,1790,-7,United States,Colorado,San Miguel
396007,37.93,-108.78,2027,-7,United States,Colorado,San Miguel
396008,37.89,-108.78,2324,-7,United States,Colorado,Dolores
396009,37.85,-108.78,2496,-7,United States,Colorado,Dolores
396010,37.81,-108.78,2293,-7,United States,Colorado,Dolores
396011,37.77,-108.78,2291,-7,United States,Colorado,Dolores
396012,37.73,-108.78,2226,-7,United States,Colorado,Dolores
396013,37.69,-108.78,2134,-7,United States,Colorado,Dolores
396014,37.65,-108.78,2098,-7,United States,Colorado,Dolores
396015,37.61,-108.78,2097,-7,United States,Colorado,Montezuma
396016,37.57,-108.78,2106,-7,United States,Colorado,Montezuma
396017,37.53,-108.78,2095,-7,United States,Colorado,Montezuma
396018,37.49,-108.78,2036,-7,United States,Colorado,Montezuma
396019,37.45,-108.78,1961,-7,United States,Colorado,Montezuma
396020,37.41,-108.78,2080,-7,United States,Colorado,Montezuma
396021,37.37,-108.78,2072,-7,United States,Colorado,Montezuma
396022,37.33,-108.78,1782,-7,United States,Colorado,Montezuma
396023,37.29,-108.78,2266,-7,United States,Colorado,Montezuma
396024,37.25,-108.78,2337,-7,United States,Colorado,Montezuma
396025,37.21,-108.78,2112,-7,United States,Colorado,Montezuma
396026,37.17,-108.78,1708,-7,United States,Colorado,Montezuma
396027,37.13,-108.78,1636,-7,United States,Colorado,Montezuma
396028,37.09,-108.78,1597,-7,United States,Colorado,Montezuma
396029,37.05,-108.78,1562,-7,United States,Colorado,Montezuma
396030,37.01,-108.78,1546,-7,United States,Colorado,Montezuma
396803,40.97,-108.74,2108,-7,United States,Colorado,Moffat
396804,40.93,-108.74,2109,-7,United States,Colorado,Moffat
396805,40.89,-108.74,2081,-7,United States,Colorado,Moffat
396806,40.85,-108.74,2065,-7,United States,Colorado,Moffat
396807,40.81,-108.74,2157,-7,United States,Colorado,Moffat
396808,40.77,-108.74,1934,-7,United States,Colorado,Moffat
396809,40.73,-108.74,1804,-7,United States,Colorado,Moffat
396810,40.69,-108.74,1869,-7,United States,Colorado,Moffat
396811,40.65,-108.74,1918,-7,United States,Colorado,Moffat
396812,40.61,-108.74,2040,-7,United States,Colorado,Moffat
396813,40.57,-108.74,2294,-7,United States,Colorado,Moffat
396814,40.53,-108.74,2265,-7,United States,Colorado,Moffat
396815,40.49,-108.74,2030,-7,United States,Colorado,Moffat
396816,40.45,-108.74,1984,-7,United States,Colorado,Moffat
396817,40.41,-108.74,2329,-7,United States,Colorado,Moffat
396818,40.37,-108.74,2264,-7,United States,Colorado,Moffat
396819,40.33,-108.74,2186,-7,United States,Colorado,Moffat
396820,40.29,-108.74,1886,-7,United States,Colorado,Moffat
396821,40.25,-108.74,1748,-7,United States,Colorado,Moffat
396822,40.21,-108.74,1737,-7,United States,Colorado,Rio Blanco
396823,40.17,-108.74,1771,-7,United States,Colorado,Rio Blanco
396824,40.13,-108.74,1801,-7,United States,Colorado,Rio Blanco
396825,40.09,-108.74,1693,-7,United States,Colorado,Rio Blanco
396826,40.05,-108.74,1816,-7,United States,Colorado,Rio Blanco
396827,40.01,-108.74,1865,-7,United States,Colorado,Rio Blanco
396828,39.97,-108.74,1884,-7,United States,Colorado,Rio Blanco
396829,39.93,-108.74,1870,-7,United States,Colorado,Rio Blanco
396830,39.89,-108.74,1852,-7,United States,Colorado,Rio Blanco
396831,39.85,-108.74,1863,-7,United States,Colorado,Rio Blanco
396832,39.81,-108.74,1944,-7,United States,Colorado,Rio Blanco
396833,39.77,-108.74,2079,-7,United States,Colorado,Rio Blanco
396834,39.73,-108.74,2362,-7,United States,Colorado,Rio Blanco
396835,39.69,-108.74,2444,-7,United States,Colorado,Rio Blanco
396836,39.65,-108.74,2371,-7,United States,Colorado,Garfield
396837,39.61,-108.74,2554,-7,United States,Colorado,Garfield
396838,39.57,-108.74,2314,-7,United States,Colorado,Garfield
396839,39.53,-108.74,2089,-7,United States,Colorado,Garfield
396840,39.49,-108.74,1940,-7,United States,Colorado,Garfield
396841,39.45,-108.74,2141,-7,United States,Colorado,Garfield
